r_channel;ir_channel
119295;152591
119303;152601
119304;152625
119294;152618
119288;152681
119312;152646
119349;152660
119313;152624
119345;152691
119305;152648
119353;152706
119320;152659
119336;152718
119358;152648
119338;152707
119310;152689
119331;152724
119337;152683
119366;152739
119354;152711
119365;152733
119341;152737
119339;152796
119354;152731
119376;152759
119355;152706
119387;152815
119380;152789
119406;152846
119352;152843
119401;152855
119415;152792
119427;152837
119360;152843
119405;152880
119387;152879
119419;152903
119407;152862
119448;152887
119400;152898
119413;152952
119360;152911
119458;152925
119435;152941
119470;152976
119443;152954
119470;152998
119427;153020
119460;153025
119466;152981
119475;152971
119462;153054
119493;153061
119464;153069
119477;153093
119488;153073
119533;153077
119487;153078
119498;153136
119488;153139
119509;153170
119504;153171
119564;153162
119550;153166
119538;153198
119485;153208
119535;153216
119550;153176
119541;153182
119514;153142
119531;153090
119501;153066
119480;153053
119482;153025
119497;152946
119472;152941
119516;152983
119477;152969
119506;152977
119454;152966
119513;152974
119505;152919
119490;152933
119448;152949
119496;152961
119465;152964
119475;152962
119483;152968
119508;152955
119485;152967
119468;153016
119469;152994
119520;153018
119524;153028
119530;153035
119537;153025
119544;153036
119507;153087
119505;153064
119541;153027
119539;153052
119559;153092
119549;153074
119547;153097
119537;153111
119563;153101
119587;153091
119569;153085
119561;153128
119548;153131
119572;153155
119545;153151
119566;153149
119608;153126
119586;153180
119544;153206
119558;153225
119573;153192
119587;153226
119607;153195
119609;153212
119596;153234
119571;153285
119561;153248
119609;153201
119615;153219
119617;153277
119627;153283
119612;153307
119607;153305
119631;153330
119651;153299
119634;153307
119619;153354
119637;153351
119644;153364
119632;153380
119656;153369
119699;153360
119667;153405
119638;153440
119640;153412
119679;153442
119654;153441
119691;153448
119701;153441
119706;153453
119665;153501
119664;153506
119702;153451
119697;153493
119707;153524
119706;153516
119720;153529
119680;153521
119679;153458
119693;153401
119657;153361
119672;153370
119643;153337
119637;153333
119619;153323
119642;153316
119678;153281
119657;153297
119619;153311
119643;153317
119655;153288
119644;153307
119682;153293
119672;153302
119648;153300
119633;153310
119636;153286
119666;153251
119667;153297
119666;153321
119662;153311
119660;153356
119651;153374
119712;153374
119723;153345
119684;153337
119680;153405
119686;153394
119689;153418
119696;153392
119701;153399
119730;153378
119718;153394
119678;153447
119686;153443
119721;153461
119735;153434
119735;153448
119748;153430
119728;153469
119699;153489
119723;153497
119733;153476
119737;153493
119754;153524
119764;153514
119756;153537
119728;153569
119773;153543
119793;153522
119765;153529
119772;153573
119773;153585
119775;153609
119762;153599
119788;153603
119800;153589
119793;153615
119754;153620
119773;153643
119800;153631
119794;153666
119817;153678
119831;153637
119819;153676
119798;153717
119806;153677
119810;153697
119826;153662
119841;153736
119858;153751
119826;153751
119819;153779
119853;153772
119862;153754
119848;153752
119829;153805
119854;153812
119850;153805
119841;153810
119864;153798
119867;153731
119847;153738
119792;153709
119765;153681
119815;153639
119808;153636
119797;153601
119816;153587
119776;153597
119776;153619
119777;153596
119780;153520
119784;153543
119793;153587
119794;153569
119781;153594
119774;153614
119793;153576
119800;153544
119793;153569
119774;153591
119797;153586
119785;153601
119815;153615
119805;153610
119809;153626
119795;153619
119781;153655
119767;153624
119804;153626
119806;153616
119832;153631
119827;153612
119821;153636
119791;153658
119792;153634
119808;153624
119808;153604
119812;153665
119825;153666
119823;153680
119794;153697
119824;153685
119839;153660
119824;153652
119818;153732
119833;153728
119839;153745
119818;153727
119842;153765
119862;153738
119842;153735
119837;153759
119845;153783
119865;153779
119864;153802
119867;153784
119887;153791
119867;153810
119829;153852
119851;153832
119878;153825
119883;153857
119905;153879
119909;153849
119882;153870
119859;153891
119890;153905
119902;153844
119892;153863
119911;153917
119924;153953
119910;153932
119901;153973
119927;153953
119960;153950
119922;153920
119929;153996
119955;153993
119938;154019
119931;154007
119941;154036
119968;153968
119949;154025
119897;153980
119934;154004
119920;153963
119903;153951
119913;153891
119903;153851
119869;153819
119844;153872
119818;153795
119881;153776
119862;153760
119895;153800
119877;153729
119863;153787
119837;153773
119856;153790
119857;153714
119889;153734
119876;153754
119877;153774
119853;153746
119862;153792
119863;153733
119902;153744
119866;153705
119881;153789
119870;153750
119880;153811
119861;153773
119891;153830
119899;153770
119886;153812
119850;153808
119882;153829
119879;153796
119885;153812
119884;153802
119904;153802
119856;153789
119844;153862
119866;153816
119911;153840
119874;153819
119910;153874
119923;153817
119919;153881
119891;153870
119896;153911
119900;153837
119925;153914
119906;153896
119949;153948
119918;153926
119935;153969
119922;153940
119959;153938
119937;153903
119942;153992
119927;153945
119944;153993
119909;153979
119944;154016
119955;153944
119947;153975
119901;153990
119937;154016
119949;153998
119956;154048
119962;154019
119990;154033
119942;154012
119939;154089
119918;154045
119985;154041
119960;154052
120006;154097
119961;154069
119993;154120
119945;154137
119997;154139
119977;154100
120009;154105
119986;154127
120014;154149
119971;154125
119955;154129
119950;154054
119986;154014
119924;153956
119929;153992
119925;153934
119944;153968
119892;153913
119925;153921
119912;153871
119900;153905
119859;153899
119889;153916
119907;153864
119918;153889
119894;153873
119924;153855
119881;153855
119897;153899
119856;153859
119919;153818
119879;153858
119921;153867
119895;153854
119922;153888
119873;153915
119915;153915
119898;153876
119926;153871
119911;153931
119914;153934
119889;153939
119906;153941
119899;153937
119969;153905
119916;153898
119916;153952
119916;153948
119929;153956
119911;153959
119952;153970
119936;153940
119969;153980
119917;154002
119933;153995
119941;153989
119953;154006
119935;154000
119983;154001
119937;154008
119929;154056
119911;154039
119962;153988
119931;154027
119968;154043
119964;154048
119973;154058
119927;154090
119968;154091
119975;154039
119986;154066
119985;154099
119964;154109
119973;154126
119958;154135
119997;154131
120024;154116
119985;154124
119971;154157
119989;154169
119994;154189
119993;154187
120021;154194
120022;154164
120009;154180
119971;154216
119996;154214
120024;154217
120012;154238
120031;154243
120057;154232
120026;154257
119995;154301
120001;154248
120012;154193
120013;154196
120000;154175
120005;154145
119968;154129
119955;154096
119970;154069
119965;154024
119954;153990
119963;154039
119968;154034
119957;154033
119945;154027
119950;154010
119987;153979
119958;153975
119917;154011
119941;153987
119928;153980
119940;153988
119943;153988
119953;153960
119938;153977
119935;154030
119913;154017
119956;153995
119950;154018
119979;154033
119953;154028
119951;154042
119916;154059
119932;154022
119965;153996
119967;153988
119959;154060
119959;154031
119953;154030
119940;154046
119973;154059
119996;154024
119983;154040
119956;154097
119955;154097
119975;154105
119973;154099
120001;154103
120013;154093
119980;154125
119948;154148
119961;154141
120002;154147
119984;154150
119998;154161
120014;154156
119999;154177
119999;154218
119982;154198
120016;154164
120015;154195
120021;154218
120026;154213
120021;154222
119997;154271
120019;154258
120047;154222
120034;154216
120026;154262
120034;154280
120034;154284
120028;154297
120050;154294
120079;154244
120053;154272
120030;154332
120054;154329
120055;154354
120051;154335
120049;154355
120093;154329
120048;154353
120049;154383
120040;154386
120077;154351
120072;154344
120073;154318
120045;154281
120018;154260
119975;154231
119987;154196
120007;154135
120013;154129
119983;154124
119982;154129
119964;154120
119954;154135
119950;154114
119971;154035
119962;154046
119943;154083
119964;154082
119945;154069
119932;154078
119965;154062
119972;154005
119941;154036
119952;154056
119941;154083
119956;154085
119948;154085
119947;154088
119971;154041
119945;154068
119918;154099
119899;154069
119940;154056
119938;154060
119954;154066
119959;154049
119945;154066
119913;154096
119912;154073
119952;154049
119955;154066
119963;154086
119955;154094
119943;154117
119932;154154
119968;154117
119974;154106
119978;154103
119956;154144
119946;154148
119960;154147
119938;154170
119975;154165
120001;154134
119971;154149
119948;154174
119941;154174
119988;154200
119980;154201
119993;154213
119997;154191
119976;154246
119960;154243
119968;154233
120003;154195
120004;154231
120007;154245
120014;154243
120006;154263
119989;154290
120001;154264
120024;154250
119996;154264
120016;154295
120004;154309
120016;154297
120006;154338
120013;154346
120068;154291
120033;154295
119999;154351
120000;154336
120005;154322
119998;154310
119990;154249
120006;154200
119962;154171
119949;154160
119935;154139
119952;154112
119935;154088
119954;154076
119938;154029
119930;154065
119904;154072
119902;154052
119927;154019
119915;154022
119918;153992
119934;153997
119907;153997
119895;154026
119898;153959
119915;153963
119924;153956
119924;154018
119906;154008
119928;154030
119901;154044
119938;154042
119946;153988
119940;154023
119907;154020
119926;154061
119930;154061
119918;154056
119935;154030
119963;154022
119923;154002
119896;154063
119898;154035
119949;154059
119929;154073
119962;154084
119967;154043
119940;154087
119908;154103
119926;154109
119931;154044
119946;154094
119939;154093
119963;154118
119957;154115
119940;154144
119956;154104
119953;154118
119950;154084
119978;154164
119952;154124
119953;154161
119954;154148
119977;154197
119972;154119
119972;154175
119914;154164
119927;154183
119952;154145
119986;154195
119974;154165
119998;154182
119974;154180
119934;154231
119916;154194
119972;154223
119970;154192
119991;154244
119979;154210
119991;154264
119948;154259
119969;154285
119980;154216
119989;154248
119977;154266
120004;154304
119976;154270
119965;154294
119955;154205
119976;154185
119935;154125
119951;154162
119893;154073
119918;154089
119872;154026
119911;154024
119898;153934
119886;153988
119840;153983
119873;153975
119873;153944
119895;153975
119881;153939
119904;153933
119856;153943
119871;153992
119832;153897
119878;153905
119853;153869
119883;153956
119853;153911
119882;153958
119834;153966
119885;153975
119872;153912
119889;153923
119847;153934
119894;153979
119855;153940
119875;153969
119853;153931
119898;153930
119848;153926
119869;153961
119832;153909
119888;153962
119839;153941
119909;153982
119885;153917
119888;154003
119828;153977
119883;153995
119884;153925
119880;154002
119869;153962
119894;153987
119853;153962
119851;154043
119842;153982
119866;153991
119847;153941
119895;154018
119875;154000
119881;154027
119846;154036
119887;154011
119893;153998
119892;153997
119840;154021
119900;154062
119868;154054
119885;154055
119869;154067
119919;154039
119873;154066
119875;154066
119869;154085
119918;154086
119877;154075
119919;154092
119905;154076
119903;154113
119861;154164
119879;154114
119880;154094
119904;154136
119909;154120
119903;154137
119891;154136
119888;154152
119885;154152
119927;154105
119880;154085
119896;154100
119855;154052
119862;154048
119818;153981
119868;153948
119851;153879
119828;153866
119765;153867
119818;153837
119785;153818
119786;153801
119788;153795
119805;153747
119787;153751
119759;153768
119753;153754
119772;153738
119762;153706
119762;153708
119769;153686
119766;153698
119717;153744
119745;153703
119760;153662
119770;153693
119780;153736
119761;153733
119750;153723
119741;153743
119763;153739
119783;153699
119747;153704
119752;153729
119753;153723
119741;153743
119753;153738
119752;153724
119785;153699
119758;153710
119737;153755
119731;153749
119765;153720
119750;153759
119762;153754
119776;153754
119756;153765
119746;153783
119759;153761
119763;153760
119767;153737
119770;153791
119772;153800
119767;153832
119759;153851
119791;153822
119809;153790
119775;153804
119754;153834
119781;153841
119793;153876
119769;153867
119799;153856
119818;153831
119786;153863
119767;153894
119785;153900
119806;153900
119806;153913
119811;153887
119814;153895
119810;153894
119782;153952
119782;153931
119810;153899
119803;153926
119812;153944
119823;153938
119816;153962
119806;153988
119788;153970
119821;153962
119817;153949
119827;153978
119831;153958
119820;153968
119779;153972
119799;153918
119802;153834
119772;153807
119767;153828
119757;153781
119751;153768
119714;153762
119742;153719
119758;153660
119723;153655
119719;153670
119706;153671
119701;153641
119710;153640
119717;153644
119722;153593
119702;153619
119676;153631
119687;153615
119702;153603
119700;153619
119718;153623
119719;153602
119711;153635
119696;153668
119684;153640
119722;153632
119715;153633
119738;153635
119709;153628
119695;153636
119685;153655
119683;153633
119727;153584
119697;153603
119712;153648
119731;153643
119705;153664
119687;153676
119711;153655
119738;153649
119710;153631
119728;153692
119707;153681
119711;153708
119715;153709
119731;153704
119754;153697
119730;153701
119704;153730
119723;153726
119737;153741
119741;153728
119729;153751
119762;153723
119740;153744
119716;153779
119723;153779
119752;153774
119739;153774
119768;153795
119778;153785
119766;153793
119733;153841
119746;153820
119765;153799
119756;153810
119774;153849
119777;153840
119752;153880
119750;153877
119784;153872
119786;153852
119790;153858
119782;153887
119796;153906
119789;153911
119765;153909
119791;153933
119818;153911
119798;153937
119783;153987
119816;153981
119813;153984
119803;153984
119795;153959
119787;153914
119798;153887
119745;153885
119730;153824
119772;153799
119745;153777
119749;153769
119741;153714
119724;153709
119704;153732
119681;153688
119708;153636
119723;153637
119715;153654
119721;153653
119705;153657
119675;153665
119687;153654
119726;153598
119717;153587
119701;153609
119712;153647
119702;153655
119699;153681
119706;153647
119752;153631
119713;153647
119691;153685
119718;153660
119720;153683
119706;153671
119724;153694
119739;153651
119732;153687
119673;153686
119687;153693
119722;153679
119707;153692
119728;153685
119757;153692
119722;153713
119700;153745
119680;153722
119745;153684
119738;153739
119749;153760
119745;153740
119736;153775
119726;153792
119737;153781
119752;153750
119746;153763
119742;153795
119771;153809
119736;153807
119757;153821
119745;153793
119790;153813
119759;153818
119748;153846
119758;153831
119776;153867
119754;153842
119776;153882
119794;153825
119789;153907
119759;153902
119786;153919
119788;153897
119793;153922
119800;153906
119824;153908
119804;153931
119774;153979
119768;153937
119814;153942
119785;153947
119835;153970
119817;153950
119818;154008
119775;154014
119806;154031
119827;153977
119828;153999
119837;154024
119844;154054
119815;154037
119807;154077
119840;153991
119848;153974
119788;153933
119806;153949
119779;153892
119770;153877
119742;153838
119778;153846
119778;153763
119757;153783
119732;153792
119761;153785
119732;153769
119747;153786
119754;153730
119770;153729
119739;153748
119718;153794
119698;153732
119770;153751
119740;153735
119762;153768
119751;153746
119762;153778
119710;153778
119737;153809
119759;153745
119765;153776
119754;153794
119769;153810
119745;153803
119755;153841
119756;153771
119785;153787
119751;153746
119752;153828
119749;153785
119770;153827
119745;153805
119785;153853
119776;153801
119795;153822
119737;153850
119780;153880
119766;153863
119791;153897
119772;153860
119815;153891
119784;153893
119775;153964
119738;153897
119811;153894
119774;153913
119819;153949
119809;153909
119813;153971
119779;153951
119792;153986
119800;153921
119814;153953
119813;153952
119822;153989
119793;153969
119805;154034
119806;153999
119847;153995
119824;153974
119806;154021
119821;153995
119839;154049
119798;154035
119849;154055
119826;154025
119841;154045
119802;154071
119851;154097
119837;154089
119857;154075
119859;154104
119897;154071
119853;154108
119848;154163
119828;154131
119871;154098
119843;154104
119872;154087
119844;154045
119830;154041
119778;154026
119794;153977
119791;153906
119800;153886
119798;153915
119797;153887
119791;153879
119772;153895
119778;153884
119816;153833
119765;153825
119794;153862
119782;153869
119797;153873
119768;153870
119795;153873
119804;153838
119801;153849
119756;153900
119786;153911
119799;153922
119805;153921
119818;153924
119830;153898
119805;153925
119769;153963
119771;153927
119819;153922
119808;153945
119823;153946
119840;153911
119816;153953
119801;153981
119793;153950
119803;153929
119828;153932
119844;153966
119843;153969
119831;153984
119795;154014
119826;153992
119864;153962
119829;153982
119816;154020
119845;154034
119831;154051
119834;154051
119839;154068
119870;154039
119848;154040
119829;154094
119845;154082
119876;154097
119870;154091
119878;154104
119895;154081
119869;154092
119839;154153
119848;154130
119875;154082
119863;154105
119884;154143
119884;154138
119890;154159
119872;154189
119877;154176
119900;154125
119890;154170
119900;154202
119908;154193
119901;154205
119863;154235
119913;154222
119936;154197
119911;154201
119887;154218
119881;154174
119894;154169
119857;154141
119864;154099
119871;154040
119849;154039
119824;154019
119807;154014
119824;153982
119838;153969
119827;153970
119848;153954
119814;153947
119796;154003
119782;153952
119825;153920
119819;153956
119818;153961
119826;153949
119838;153977
119813;154009
119818;153987
119844;153960
119839;153975
119845;153998
119853;154015
119840;154005
119832;154023
119847;153987
119859;153980
119849;153964
119834;154017
119847;154005
119840;154024
119825;154001
119837;154013
119867;153991
119839;154012
119830;154042
119830;154034
119841;154034
119845;154051
119867;154052
119870;154043
119857;154063
119833;154114
119839;154064
119856;154046
119845;154072
119875;154099
119868;154095
119865;154120
119841;154140
119847;154117
119870;154095
119879;154096
119899;154146
119884;154161
119883;154164
119858;154175
119871;154140
119923;154144
119885;154140
119861;154178
119878;154196
119889;154203
119884;154212
119891;154211
119924;154186
119904;154201
119863;154245
119880;154237
119906;154235
119901;154233
119920;154246
119922;154203
119898;154205
119854;154214
119831;154151
119859;154075
119855;154047
119846;154037
119835;154012
119824;153996
119791;154000
119792;153950
119813;153908
119803;153903
119830;153921
119813;153903
119789;153892
119761;153891
119794;153875
119823;153844
119775;153828
119757;153838
119776;153851
119780;153852
119780;153854
119788;153839
119803;153841
119782;153857
119766;153894
119757;153874
119777;153885
119777;153849
119787;153888
119797;153864
119783;153866
119748;153877
119765;153868
119772;153829
119782;153834
119806;153873
119801;153888
119790;153885
119770;153922
119784;153893
119824;153887
119789;153875
119793;153936
119810;153922
119798;153956
119766;153946
119809;153948
119819;153893
119796;153936
119791;153952
119810;153969
119815;153964
119811;153971
119800;153970
119836;153987
119818;153979
119791;153998
119788;153994
119813;154012
119809;153991
119837;154027
119854;153993
119832;154027
119800;154055
119805;154046
119845;153987
119823;154017
119843;154057
119837;154061
119828;154074
119823;154113
119829;154057
119861;154042
119816;153999
119822;154010
119782;153954
119791;153953
119741;153898
119778;153875
119784;153782
119760;153801
119735;153774
119712;153761
119721;153714
119718;153720
119728;153684
119734;153679
119705;153661
119704;153689
119692;153629
119698;153628
119696;153574
119704;153633
119694;153598
119689;153618
119657;153631
119695;153622
119705;153578
119693;153582
119671;153616
119690;153651
119680;153603
119656;153639
119674;153576
119709;153611
119682;153561
119667;153625
119667;153588
119692;153615
119665;153611
119706;153618
119698;153575
119699;153625
119649;153631
119671;153653
119689;153566
119686;153647
119680;153659
119691;153653
119690;153656
119690;153717
119674;153672
119719;153673
119695;153636
119713;153711
119695;153667
119714;153739
119684;153717
119715;153747
119729;153680
119719;153735
119681;153736
119719;153764
119705;153761
119742;153778
119731;153752
119754;153776
119723;153768
119724;153833
119683;153775
119758;153817
119731;153795
119757;153833
119741;153795
119753;153869
119722;153867
119732;153888
119750;153784
119765;153866
119754;153834
119764;153846
119720;153788
119708;153781
119709;153707
119715;153683
119664;153571
119691;153622
119659;153572
119677;153569
119625;153516
119671;153523
119656;153456
119650;153487
119573;153474
119627;153476
119626;153438
119634;153457
119614;153399
119652;153401
119587;153408
119618;153441
119572;153395
119616;153381
119599;153374
119649;153420
119618;153401
119617;153457
119594;153424
119628;153430
119615;153367
119613;153394
119609;153435
119607;153425
119605;153412
119605;153394
119617;153409
119624;153399
119589;153391
119599;153439
119570;153416
119635;153443
119611;153441
119645;153444
119636;153434
119638;153455
119566;153480
119608;153473
119631;153426
119633;153492
119635;153495
119640;153482
119627;153497
119622;153519
119623;153515
119662;153466
119633;153470
119662;153516
119629;153524
119640;153540
119602;153526
119656;153521
119653;153502
119650;153509
119610;153552
119648;153540
119662;153545
119653;153575
119641;153564
119666;153562
119660;153590
119637;153618
119622;153605
119669;153584
119673;153615
119680;153609
119662;153595
119658;153589
119617;153596
119631;153511
119631;153446
119613;153417
119607;153409
119589;153370
119587;153366
119546;153299
119562;153289
119591;153257
119558;153234
119524;153248
119520;153230
119533;153225
119527;153197
119545;153187
119545;153150
119530;153168
119496;153189
119506;153164
119512;153139
119530;153155
119534;153173
119522;153186
119526;153194
119503;153202
119526;153173
119542;153142
119530;153129
119523;153190
119536;153173
119518;153167
119501;153162
119531;153161
119532;153158
119518;153140
119490;153194
119504;153197
119540;153186
119518;153203
119547;153199
119544;153185
119523;153215
119511;153240
119513;153211
119538;153204
119530;153224
119548;153236
119520;153246
119544;153265
119523;153264
119548;153252
119553;153235
119560;153257
119558;153279
119581;153285
119560;153318
119548;153322
119556;153307
119604;153275
119559;153305
119536;153333
119554;153322
119576;153339
119569;153343
119582;153351
119591;153333
119570;153364
119543;153400
119560;153372
119601;153343
119587;153410
119600;153401
119593;153414
119595;153433
119563;153440
119591;153423
119606;153389
119587;153389
119597;153405
119590;153387
119566;153353
119530;153307
119522;153257
119554;153180
119523;153163
119493;153155
119515;153115
119492;153107
119486;153096
119490;153075
119492;153019
119476;153029
119445;153052
119440;152991
119469;152950
119447;152958
119471;152983
119459;152955
119445;152951
119415;152968
119451;152956
119459;152922
119468;152942
119476;152978
119470;152996
119479;152994
119459;153006
119490;152997
119492;152958
119464;152979
119456;152988
119440;152991
119449;152996
119475;152979
119473;152988
119497;152966
119473;152991
119442;153031
119457;153019
119494;152979
119482;153027
119487;153038
119514;153038
119498;153052
119466;153093
119489;153073
119513;153039
119498;153044
119508;153098
119510;153095
119500;153105
119494;153146
119530;153107
119547;153090
119546;153122
119510;153154
119523;153149
119529;153164
119524;153181
119547;153183
119569;153150
119529;153189
119526;153219
119503;153202
119539;153199
119540;153208
119549;153227
119576;153212
119544;153222
119524;153272
119543;153250
119562;153203
119579;153229
119564;153292
119566;153273
119576;153323
119555;153314
119598;153308
119607;153286
119599;153285
119599;153321
119593;153325
119582;153330
119570;153288
119571;153253
119597;153194
119554;153147
119497;153153
119512;153128
119508;153112
119504;153051
119536;153032
119518;152992
119508;153007
119483;153010
119466;152976
119483;152956
119487;152941
119481;152955
119484;152926
119473;152923
119445;152930
119470;152896
119452;152871
119474;152872
119486;152931
119483;152942
119502;152952
119460;152966
119496;152969
119506;152937
119485;152914
119477;152945
119479;152946
119475;152961
119478;152969
119491;152938
119518;152928
119473;152938
119461;152976
119463;152945
119505;152982
119478;152959
119514;152992
119522;152960
119518;153031
119496;153016
119473;153020
119518;152997
119536;153041
119535;153017
119523;153050
119528;153034
119496;153064
119507;153042
119552;153017
119531;153010
119542;153092
119536;153071
119554;153100
119531;153084
119559;153123
119588;153057
119558;153112
119513;153106
119543;153126
119534;153130
119561;153149
119554;153116
119590;153139
119579;153155
119557;153222
119553;153164
119586;153201
119580;153189
119605;153229
119601;153181
119591;153248
119570;153243
119611;153247
119603;153196
119633;153249
119619;153264
119647;153311
119615;153285
119603;153323
119621;153296
119667;153301
119629;153269
119640;153330
119621;153293
119632;153294
119584;153254
119606;153254
119604;153144
119607;153145
119547;153107
119551;153103
119554;153077
119555;153094
119566;153056
119590;153052
119554;153008
119531;153071
119517;153005
119561;152990
119545;152982
119557;153024
119555;152968
119560;153005
119516;152994
119562;153026
119566;152960
119569;152973
119559;153009
119584;153063
119553;153031
119554;153083
119562;153035
119611;153019
119560;153005
119549;153065
119542;153055
119582;153057
119563;153028
119588;153063
119585;153015
119605;153074
119543;153078
119579;153089
119586;153067
119612;153100
119590;153096
119627;153109
119583;153091
119580;153175
119591;153118
119632;153114
119602;153084
119654;153170
119630;153129
119639;153191
119599;153167
119642;153187
119648;153166
119637;153183
119611;153204
119645;153209
119621;153209
119636;153232
119650;153230
119692;153179
119651;153215
119631;153254
119605;153226
119659;153229
119648;153263
119686;153271
119673;153242
119693;153285
119638;153304
119650;153289
119669;153252
119696;153256
119685;153306
119695;153307
119673;153337
119685;153345
119702;153327
119713;153286
119708;153316
119697;153374
119703;153327
119718;153346
119665;153316
119696;153327
119710;153240
119662;153217
119619;153191
119646;153179
119619;153138
119640;153108
119611;153083
119649;153046
119599;153085
119584;153094
119576;153059
119616;153007
119611;153016
119635;153043
119607;152999
119615;153041
119559;153035
119594;153019
119605;152975
119608;152988
119597;153037
119606;153035
119621;153030
119596;153069
119627;153052
119646;153018
119630;153030
119610;153066
119621;153063
119616;153067
119615;153063
119632;153048
119653;153028
119630;153055
119597;153078
119602;153057
119616;153071
119631;153061
119635;153083
119649;153053
119642;153094
119609;153128
119644;153115
119646;153078
119653;153079
119670;153126
119656;153138
119660;153150
119643;153168
119662;153159
119673;153112
119673;153125
119654;153180
119678;153186
119667;153183
119661;153201
119690;153184
119709;153173
119689;153189
119646;153222
119648;153213
119703;153228
119691;153226
119715;153242
119711;153215
119702;153241
119691;153264
119696;153265
119711;153238
119732;153260
119738;153299
119736;153294
119713;153303
119695;153339
119730;153304
119747;153286
119733;153304
119721;153344
119713;153338
119752;153347
119729;153362
119736;153378
119773;153342
119761;153364
119714;153369
119724;153350
119726;153332
119724;153301
119736;153240
119717;153179
119699;153197
119649;153190
119657;153141
119668;153102
119651;153089
119670;153085
119652;153070
119664;153076
119620;153079
119642;153062
119646;153011
119639;153006
119640;153028
119637;153024
119632;153028
119604;153022
119649;153020
119683;152973
119637;153000
119617;153061
119643;153057
119656;153061
119649;153065
119655;153077
119656;153040
119669;153069
119632;153104
119627;153062
119673;153039
119668;153024
119661;153059
119674;153043
119669;153069
119633;153099
119646;153071
119672;153051
119675;153052
119662;153108
119676;153111
119678;153124
119676;153140
119702;153135
119713;153092
119687;153132
119695;153132
119679;153154
119696;153169
119698;153179
119708;153179
119737;153158
119723;153175
119681;153224
119696;153203
119732;153191
119725;153227
119755;153221
119751;153223
119736;153240
119711;153259
119724;153250
119727;153226
119741;153237
119748;153281
119747;153279
119752;153283
119726;153326
119761;153304
119772;153284
119753;153283
119763;153321
119780;153324
119765;153350
119753;153338
119770;153331
119800;153318
119760;153293
119745;153313
119724;153251
119742;153236
119716;153204
119717;153162
119735;153116
119706;153121
119672;153134
119655;153102
119698;153026
119692;153072
119712;153045
119708;153053
119692;153039
119648;153074
119664;153052
119681;153006
119677;152991
119676;153052
119672;153024
119652;153052
119654;153044
119682;153051
119703;153006
119688;153052
119666;153058
119676;153057
119687;153056
119674;153084
119694;153052
119711;153041
119689;153066
119664;153071
119659;153066
119691;153046
119710;153046
119693;153074
119715;153067
119696;153072
119672;153114
119672;153079
119711;153052
119693;153066
119709;153111
119713;153113
119704;153119
119687;153156
119714;153147
119719;153137
119732;153122
119721;153163
119710;153151
119727;153162
119727;153180
119729;153167
119747;153137
119739;153179
119720;153206
119722;153195
119744;153196
119748;153206
119752;153205
119769;153212
119748;153209
119750;153257
119725;153225
119760;153224
119762;153211
119775;153258
119778;153250
119759;153294
119721;153262
119769;153241
119759;153137
119743;153161
119726;153131
119735;153138
119692;153092
119703;153095
119699;153043
119716;153005
119679;153005
119660;153037
119653;153002
119693;153025
119679;152991
119701;153026
119700;152963
119709;153007
119656;153027
119658;153007
119689;152934
119696;153010
119701;152986
119698;153016
119694;153016
119690;153043
119690;153032
119726;153040
119693;152977
119720;153059
119710;153040
119706;153078
119691;153058
119702;153061
119726;152993
119723;153045
119685;153049
119708;153070
119724;153057
119714;153079
119724;153066
119754;153088
119733;153085
119721;153134
119693;153081
119759;153102
119746;153090
119768;153144
119757;153111
119773;153164
119716;153142
119746;153185
119754;153120
119773;153188
119747;153179
119782;153209
119740;153196
119759;153213
119769;153176
119811;153198
119766;153182
119766;153239
119740;153223
119781;153266
119787;153257
119805;153273
119813;153228
119807;153283
119766;153291
119796;153312
119792;153252
119808;153277
119803;153239
119811;153252
119767;153201
119773;153206
119747;153137
119773;153094
119749;153044
119744;153107
119729;153068
119743;153076
119706;153038
119743;153048
119749;152986
119730;153029
119691;153019
119737;153051
119712;153034
119745;153032
119731;153007
119768;153010
119719;153033
119731;153089
119709;153043
119753;153058
119723;153044
119747;153078
119740;153050
119760;153106
119702;153065
119742;153062
119727;153026
119761;153037
119716;153063
119765;153084
119724;153083
119745;153094
119740;153060
119783;153049
119747;153064
119747;153112
119740;153112
119780;153105
119761;153134
119779;153116
119787;153102
119784;153139
119753;153170
119780;153161
119776;153134
119799;153171
119782;153160
119800;153157
119780;153200
119783;153210
119779;153203
119816;153149
119785;153166
119816;153214
119793;153224
119817;153244
119776;153247
119823;153236
119842;153197
119829;153235
119792;153269
119825;153275
119809;153292
119835;153285
119828;153272
119831;153250
119819;153252
119798;153254
119777;153218
119793;153168
119778;153140
119768;153122
119763;153079
119748;153076
119724;153051
119740;153029
119740;152978
119745;152984
119720;152999
119730;152975
119718;152972
119705;152942
119719;152950
119739;152907
119714;152910
119678;152940
119691;152941
119718;152928
119718;152934
119726;152952
119736;152909
119714;152946
119677;152967
119699;152965
119722;152909
119712;152945
119718;152941
119718;152938
119727;152934
119693;152954
119701;152936
119729;152916
119727;152912
119715;152958
119726;152952
119727;152974
119703;152968
119720;152961
119758;152951
119738;152963
119680;152998
119712;153008
119746;153001
119729;153008
119760;153006
119768;152994
119733;153035
119715;153062
119704;153040
119753;153008
119735;153021
119755;153050
119764;153060
119746;153067
119740;153086
119737;153067
119769;153026
119765;153020
