r_channel;ir_channel
1723;2061
1747;2053
1751;2043
1755;2047
1780;2033
1741;2047
1743;2025
1746;2038
1750;2054
1765;2023
1758;2042
1752;2042
1749;2059
1737;2051
1752;2028
1747;2039
1756;2044
1747;2021
1728;2065
1750;2027
1750;2049
1774;2038
1759;2005
1737;2047
1721;2042
1758;2051
1753;2049
1765;2004
1744;2045
1745;2043
1744;2057
1737;2039
1773;2032
1748;2021
1748;2045
1766;2044
1739;2076
1756;2025
1754;2028
1760;2046
1751;2026
1728;2051
1733;2032
1749;2048
1762;2038
1770;2036
1731;2051
1737;2047
1758;2048
1726;2053
1772;2025
1765;2025
1763;2051
1743;2045
1726;2078
1754;2035
1750;2023
1757;2053
1756;2031
1733;2055
1760;2051
1742;2038
1753;2046
1759;2034
1743;2060
1729;2036
1750;2051
1749;2048
1768;2025
1746;2050
1738;2051
1758;2044
1734;2069
1785;2040
1752;2032
1753;2048
1762;2039
1737;2067
1757;2038
1756;2039
1780;2069
1768;2013
1737;2061
1736;2050
1766;2055
1779;2059
1796;2046
1758;2068
1753;2076
1778;2081
1773;2094
1822;2068
1807;2088
1830;2112
1837;2134
1854;2161
1868;2153
1875;2140
1914;2176
1910;2185
1909;2238
1942;2234
1972;2270
2004;2298
2102;2342
2146;2436
2206;2498
2310;2598
2366;2646
2428;2695
2472;2750
2518;2787
2546;2813
2514;2847
2571;2809
2554;2821
2632;2878
2734;2979
2858;3149
3056;3281
3241;3468
3472;3681
3741;3918
3973;4206
4158;4381
4408;4594
4628;4838
4902;5037
5110;5282
5362;5504
5718;5849
6168;6287
6779;6828
7455;7475
8065;8103
8371;8466
8399;8538
8368;8421
8601;8594
9391;9315
10397;10246
11273;11148
12142;11950
13082;12833
14223;13932
15711;15306
17463;16971
18991;18459
19982;19459
20361;19823
20379;19856
20359;19754
20214;19623
20205;19596
20594;19858
21253;20490
22613;21719
24521;23461
26839;25672
29751;28446
33230;31782
35707;34464
36253;35183
36220;35093
36537;35370
37365;36172
38759;37460
41435;39959
46478;44809
53008;51278
59326;57946
61677;60934
61146;60507
61101;60487
61772;61101
63487;62785
66122;65479
69878;69277
76132;75583
83934;84159
91475;92586
98405;100604
104064;107432
109285;113908
113524;119560
115595;123106
116164;123767
115955;122959
115732;122332
116234;123205
116720;125391
114966;127179
108012;125870
108132;128154
109700;130670
111129;133175
112007;134656
112379;135453
112248;135432
112163;135390
112304;135458
112859;136285
113706;137531
114808;139286
116007;141231
117119;143624
118224;146076
119298;148465
120313;150330
121168;152110
121825;153420
122361;154454
122820;155382
123269;156201
123610;156880
123991;157603
124359;158284
124713;159006
125018;159648
125284;160209
125529;160653
125746;161043
125929;161372
126070;161622
126208;161821
126326;162058
126433;162284
126547;162488
126645;162675
126741;162932
126846;163096
126990;163327
127082;163489
127192;163658
127274;163752
127340;163863
127420;163880
127451;163991
127523;164044
127558;164150
127566;164206
127638;164291
127668;164299
127725;164370
127799;164409
127831;164479
127905;164579
127972;164730
128013;164804
128039;164870
128052;164859
128100;164919
128076;164871
128111;164899
128151;164883
128184;164966
128209;165025
128263;165103
128234;165109
128273;165203
128301;165220
128358;165302
128353;165323
128389;165380
128386;165288
128404;165299
128431;165267
128403;165215
128323;165064
128284;164977
128262;164833
128277;164770
128230;164738
128273;164735
128265;164660
128270;164688
128246;164647
128278;164669
128244;164656
128240;164681
128254;164656
128270;164729
128243;164710
128269;164714
128270;164620
128299;164695
128310;164725
128349;164805
128322;164800
128338;164888
128370;164877
128387;164950
128361;164919
128397;164948
128383;164880
128385;164904
128386;164850
128397;164840
128363;164806
128363;164824
128353;164796
128385;164859
128365;164894
128447;164999
128494;165039
128566;165220
128629;165303
128673;165393
128652;165421
128663;165482
128684;165485
128697;165542
128683;165532
128701;165548
128682;165470
128714;165554
128752;165545
128803;165611
128788;165665
128836;165746
128866;165797
128896;165871
128868;165869
128927;165916
128937;165876
128964;165962
128966;165965
128999;166005
128968;166019
128981;166061
129003;166065
129035;166128
129049;166165
129082;166234
129096;166201
129142;166280
129128;166253
129163;166275
129111;166277
129101;166270
129076;166205
129067;166129
128968;165993
128941;165843
128919;165693
128893;165645
128896;165602
128932;165613
128916;165622
128922;165671
128951;165713
128957;165726
128912;165762
128991;165764
128980;165771
129022;165832
129024;165891
129068;165948
129056;166003
129098;166047
129113;166126
129179;166209
129183;166263
129233;166316
129254;166335
129264;166351
129283;166408
129249;166366
129235;166380
129223;166400
129230;166388
129295;166427
129295;166455
129336;166467
129353;166464
129348;166451
129351;166501
129378;166487
129365;166513
129343;166526
129342;166526
129360;166541
129336;166518
129360;166503
129365;166455
129368;166466
129371;166477
129364;166456
129343;166450
129326;166480
129320;166460
129336;166448
129311;166415
129311;166397
129292;166339
129282;166357
129289;166344
129292;166338
129252;166329
129224;166304
129208;166283
129222;166284
129195;166250
129207;166219
129215;166161
129186;166163
129203;166178
129183;166163
129138;166157
129103;166147
129082;166128
129103;166083
129051;165978
129017;165867
128954;165627
128901;165454
128859;165331
128846;165256
128819;165225
128771;165158
128758;165094
128738;165068
128704;165024
128712;165004
128731;165005
128707;165018
128721;165039
128721;165017
128687;165007
128665;165032
128668;165013
128648;164982
128629;165019
128634;164991
128659;164975
128678;165058
128737;165135
128792;165234
128831;165348
128810;165410
128841;165426
128851;165479
128845;165519
128879;165541
128913;165568
128962;165677
129010;165771
129037;165790
129040;165865
129041;165928
129062;165957
129056;165967
129017;165973
128974;165893
128925;165752
128865;165695
128855;165584
128817;165464
128771;165401
128771;165396
128777;165408
128791;165419
128779;165440
128812;165471
128849;165465
128838;165535
128826;165569
128807;165533
128740;165515
128709;165516
128697;165508
128728;165575
128741;165650
128779;165683
128787;165635
128802;165674
128821;165689
128804;165641
128772;165633
128730;165643
128741;165625
128705;165547
128636;165441
128594;165265
128541;165098
128514;164977
128467;164891
128475;164846
128451;164853
128444;164856
128454;164897
128454;164889
128426;164876
128390;164815
128384;164715
128385;164732
128366;164664
128359;164626
128322;164668
128305;164625
128329;164645
128359;164682
128342;164686
128330;164643
128331;164595
128322;164603
128347;164659
128358;164627
128338;164618
128288;164591
128262;164556
128252;164540
128211;164520
128209;164479
128225;164455
128206;164488
128221;164493
128230;164493
128185;164484
128200;164511
128219;164531
128230;164549
128220;164614
128260;164653
128310;164672
128299;164700
128307;164709
128333;164727
128351;164773
128373;164904
128459;165058
128503;165191
128520;165311
128592;165362
128617;165431
128661;165531
128711;165607
128741;165642
128719;165651
128718;165696
128716;165698
128691;165674
128684;165687
128697;165700
128758;165716
128761;165782
128804;165828
128829;165838
128812;165858
128782;165841
128762;165712
128664;165501
128588;165305
128563;165157
128555;165074
128533;165052
128549;165018
128547;164978
128527;164982
128526;165015
128528;165016
128494;165021
128474;165026
128469;164991
128508;165016
128515;165057
128552;165092
128585;165130
128603;165163
128613;165240
128634;165309
128644;165369
128658;165480
128701;165528
128768;165645
128770;165663
128786;165706
128807;165695
128794;165681
128781;165710
128780;165717
128766;165673
128759;165715
128751;165663
128796;165722
128783;165726
128818;165750
128820;165715
128791;165745
128818;165802
128834;165815
128829;165803
128804;165874
128797;165841
128847;165881
128821;165848
128848;165868
128860;165808
128835;165832
128858;165865
128862;165896
128819;165896
128817;165909
128826;165894
128852;165918
128857;165907
128854;165945
128907;165933
128901;165956
128906;166014
128914;166061
128901;166040
128872;166075
128858;166022
128896;166049
128882;166004
128879;165966
128842;165770
128748;165576
128667;165360
128612;165246
128574;165117
128573;165116
128560;165077
128615;165108
128593;165100
128646;165170
128649;165111
128612;165075
128607;165086
128603;165116
128556;165055
128543;165075
128532;165029
128572;165071
128573;165057
128596;165123
128618;165122
128647;165179
128671;165277
128741;165394
128710;165418
128737;165521
128730;165530
128806;165644
128803;165669
128841;165732
128891;165763
128904;165822
128937;165864
128954;165921
128915;165908
128918;165982
128918;165964
128980;166030
128965;166033
129014;166086
129022;166045
129006;166080
128993;166058
128982;166062
128927;166008
128905;166048
128881;165988
128939;166053
128944;166062
128989;166141
129024;166130
129021;166169
128994;166181
129013;166214
128989;166200
128999;166279
128973;166258
129032;166308
129019;166288
129059;166331
129046;166275
129033;166311
129016;166305
129026;166357
129010;166332
128999;166385
128988;166344
129039;166369
128988;166302
128960;166200
128909;165988
128814;165708
128696;165443
128680;165332
128634;165195
128595;165190
128571;165111
128604;165096
128561;165061
128573;165029
128581;165006
128584;165010
128596;165063
128603;165081
128582;165057
128545;165053
128520;165011
128567;165022
128536;165028
128583;165020
128589;165035
128599;165052
128591;165097
128601;165142
128584;165147
128581;165200
128585;165178
128597;165190
128601;165181
128601;165158
128598;165143
128590;165112
128566;165133
128581;165134
128590;165172
128585;165224
128586;165232
128673;165309
128650;165326
128685;165365
128692;165356
128702;165355
128704;165420
128717;165451
128730;165532
128735;165633
128770;165682
128837;165752
128833;165781
128857;165850
128869;165824
128849;165806
128868;165862
128886;165876
128859;165903
128851;165937
128890;165936
128905;165976
128872;165988
128890;165985
128873;165961
128877;165982
128904;166018
128889;166017
128894;166033
128854;166065
128867;166018
128842;165963
128776;165771
128710;165554
128629;165282
128573;165124
128529;165070
128531;164997
128492;164956
128458;164946
128484;164950
128475;164937
128474;164927
128500;164938
128493;164890
128487;164856
128482;164886
128467;164887
128481;164892
128462;164917
128463;164871
128490;164857
128470;164866
128464;164926
128512;164945
128508;164979
128493;164986
128521;165002
128537;164977
128495;164978
128480;164998
128467;165026
128516;165010
128504;164997
128532;164997
128548;164976
128521;164997
128461;165016
128475;164978
128511;164955
128517;164998
128545;165032
128527;165036
128519;165075
128481;165071
128510;165061
128542;165034
128510;165042
128533;165103
128531;165121
128518;165115
128519;165139
128545;165136
128568;165081
128514;165099
128483;165097
128497;165127
128498;165121
128519;165147
128542;165180
128566;165181
128572;165243
128574;165291
128549;165288
128593;165294
128593;165301
128584;165252
128570;165181
128497;165090
128428;165026
128416;164906
128430;164791
128395;164746
128388;164727
128385;164673
128364;164655
128332;164607
128345;164575
128354;164551
128345;164499
128322;164536
128316;164556
128328;164580
128345;164550
128343;164535
128355;164516
128320;164527
128294;164508
128301;164523
128320;164541
128335;164562
128375;164603
128394;164636
128381;164638
128354;164672
128321;164644
128345;164583
128353;164586
128343;164583
128349;164590
128354;164583
128315;164622
128357;164621
128391;164606
128394;164634
128430;164710
128416;164734
128406;164748
128420;164734
128432;164778
128448;164734
128427;164755
128380;164737
128371;164732
128387;164722
128375;164725
128386;164700
128399;164697
128389;164721
128359;164781
128371;164769
128392;164752
128399;164778
128398;164779
128398;164777
128394;164797
128375;164820
128412;164854
128432;164821
128444;164826
128444;164909
128440;164928
128437;164921
128431;164895
128402;164835
128409;164694
128344;164603
128291;164577
128285;164474
128264;164427
128248;164377
128266;164345
128271;164308
128238;164303
128222;164309
128231;164292
128235;164266
128237;164253
128212;164239
128222;164203
128202;164202
128179;164210
128189;164194
128204;164151
128229;164199
128244;164249
128268;164282
128268;164329
128285;164367
128292;164383
128320;164357
128317;164364
128322;164428
128315;164450
128315;164430
128289;164428
128303;164406
128319;164356
128314;164382
128299;164404
128315;164441
128318;164447
128297;164463
128336;164455
128339;164435
128314;164461
128269;164484
128296;164481
128329;164521
128332;164525
128370;164563
128376;164567
128359;164627
128373;164664
128382;164681
128406;164654
128412;164707
128406;164706
128424;164762
128437;164769
128407;164799
128414;164769
128430;164733
128423;164710
128419;164745
128426;164745
128395;164761
128402;164755
128443;164826
128479;164801
128483;164884
128442;164909
128481;164966
128499;164960
128494;164964
128480;164906
128465;164864
128407;164753
128339;164698
128288;164539
128302;164421
128259;164318
128260;164253
128233;164178
128208;164154
128161;164124
128142;164082
128150;163991
128148;164018
128138;163978
128136;163983
128114;163941
128104;163972
128106;163924
128123;163899
128129;163906
128157;163961
128137;163925
128130;163969
128098;163946
128147;163987
128168;163946
128157;164022
128149;164057
128211;164139
128186;164129
128200;164152
128202;164121
128235;164148
128193;164137
128175;164164
128139;164112
128184;164134
128177;164122
128189;164153
128190;164118
128184;164162
128165;164192
128186;164218
128216;164169
128223;164253
128233;164256
128247;164304
128218;164284
128222;164330
128233;164333
128274;164340
128268;164318
128292;164421
128284;164434
128292;164498
128289;164489
128318;164523
128344;164473
128348;164537
128318;164580
128360;164648
128375;164654
128396;164691
128393;164700
128422;164756
128398;164756
128383;164817
128371;164793
128421;164816
128403;164807
128457;164867
128470;164867
128486;164935
128441;164975
128473;165005
128479;164950
128487;164986
128484;164997
128514;165034
128485;165024
128476;165067
128480;165037
128518;165038
128481;164986
128488;164952
128380;164747
128332;164581
128231;164403
128234;164297
128246;164159
128192;164121
128160;164094
128189;164082
128161;164061
128165;164017
128141;163977
128149;163933
128100;163935
128073;163940
128067;163906
128115;163895
128106;163891
128114;163904
128130;163886
128124;163902
128086;163937
128113;163939
128126;163930
128169;163949
128152;164022
128176;164045
128175;164078
128174;164092
128203;164115
128235;164092
128213;164099
128225;164163
128215;164178
128224;164182
128200;164194
128236;164202
128252;164180
128235;164194
128221;164240
128263;164277
128260;164312
128276;164317
128285;164379
128324;164378
128314;164428
128287;164478
128287;164481
128313;164517
128309;164500
128335;164525
128362;164541
128336;164601
128333;164626
128333;164626
128375;164614
128388;164659
128392;164684
128384;164700
128383;164698
128388;164711
128408;164712
128426;164726
128398;164723
128418;164778
128426;164787
128400;164815
128416;164820
128426;164842
128466;164821
128460;164851
128439;164919
128448;164956
128486;164983
128492;165003
128511;165017
128513;165023
128506;165044
128484;165089
128493;165088
128528;165068
128546;165093
128548;165122
128537;165152
128521;165164
128508;165144
128489;165106
128483;164985
128416;164836
128349;164660
128278;164475
128232;164310
128184;164240
128146;164122
128194;164056
128168;164016
128161;164047
128149;164032
128149;164025
128130;164010
128145;164001
128163;163952
128134;163973
128096;163974
128110;163962
128099;163943
128110;163931
128114;163920
128127;163887
128123;163935
128088;163962
128085;163954
128123;163958
128124;163979
128141;163999
128153;164004
128132;164054
128133;164083
128132;164053
128145;164018
128144;164052
128157;164064
128154;164079
128167;164125
128145;164153
128194;164118
128191;164094
128184;164092
128177;164146
128169;164149
128188;164198
128170;164188
128203;164212
128254;164183
128213;164243
128172;164268
128214;164260
128210;164295
128225;164297
128225;164295
128250;164309
128240;164351
128217;164390
128217;164396
128265;164405
128266;164420
128280;164424
128267;164414
128261;164414
128233;164429
128230;164393
128274;164366
128262;164387
128279;164414
128262;164424
128256;164418
128242;164428
128241;164408
128251;164364
128246;164357
128259;164415
128247;164440
128246;164432
128229;164427
128238;164421
128277;164415
128259;164410
128238;164449
128250;164444
128239;164405
128208;164412
128196;164329
128172;164217
128131;164139
128064;164061
128046;163991
128040;163885
128010;163792
128002;163730
127987;163686
127963;163647
127916;163642
127927;163589
127933;163553
127938;163519
127945;163534
127923;163553
127933;163529
127899;163503
127920;163476
127937;163423
127898;163468
127876;163485
127882;163498
127895;163490
127907;163491
127923;163519
127956;163500
127924;163517
127890;163524
127887;163516
127899;163449
127889;163448
127914;163474
127898;163479
127891;163482
127861;163470
127900;163449
127912;163430
127901;163449
127892;163480
127892;163480
127879;163488
127888;163481
127898;163485
127921;163468
127901;163493
127888;163531
127881;163522
127909;163523
127917;163535
127948;163541
127931;163534
127907;163564
127863;163554
127896;163559
127916;163516
127915;163504
127910;163546
127900;163558
127889;163557
127901;163548
127912;163542
127935;163525
127909;163523
127889;163583
127895;163566
127930;163567
127927;163583
127933;163614
127929;163585
127910;163629
127890;163644
127902;163627
127926;163602
127933;163600
127941;163647
127933;163674
127930;163626
127916;163643
127925;163645
127965;163641
127929;163655
127895;163696
127943;163684
127954;163720
127939;163681
127956;163686
127933;163615
127884;163571
127831;163519
127799;163408
127804;163284
127781;163216
127756;163169
127727;163128
127707;163048
127676;163008
127675;162941
127681;162884
127644;162801
127629;162834
127631;162801
127629;162789
127599;162742
127606;162731
127606;162670
127590;162687
127557;162674
127559;162661
127573;162613
127586;162629
127571;162639
127593;162684
127567;162664
127542;162728
127574;162668
127590;162653
127580;162629
127570;162687
127561;162682
127528;162705
127558;162647
127562;162672
127579;162598
127548;162640
127510;162617
127503;162641
127523;162610
127528;162629
127534;162604
127545;162634
127540;162636
127527;162702
127523;162682
127559;162677
127554;162679
127570;162749
127558;162721
127589;162785
127539;162768
127571;162782
127578;162738
127595;162759
127581;162775
127591;162837
127574;162816
127584;162869
127592;162818
127641;162849
127589;162848
127579;162910
127566;162877
127622;162897
127608;162902
127655;162926
127639;162889
127623;162955
127593;162932
127620;162964
127646;162906
127642;162946
127645;162962
127639;163024
127624;162992
127631;163040
127655;163006
127683;163031
127650;163031
127638;163081
127670;163081
127685;163119
127666;163075
127701;163140
127677;163070
127658;163060
127616;163017
127588;162958
127572;162827
127556;162757
127515;162657
127500;162599
127446;162500
127408;162474
127373;162367
127391;162313
127372;162250
127370;162283
127351;162222
127338;162232
127297;162164
127336;162164
127316;162107
127304;162103
127277;162109
127287;162122
127314;162104
127333;162125
127343;162132
127364;162144
127314;162180
127325;162221
127308;162224
127352;162189
127341;162227
127367;162258
127371;162292
127369;162308
127331;162285
127370;162288
127365;162270
127378;162247
127348;162295
127371;162302
127353;162316
127356;162314
127374;162311
127411;162311
127394;162352
127379;162407
127381;162429
127430;162443
127435;162466
127468;162513
127462;162514
127465;162549
127425;162570
127472;162582
127485;162571
127501;162605
127514;162694
127541;162719
127542;162769
127532;162766
127552;162781
127576;162783
127556;162791
127529;162841
127555;162866
127580;162882
127587;162900
127594;162903
127635;162923
127592;162940
127557;162975
127543;162968
127595;162914
127606;162930
127605;163000
127623;163010
127605;163041
127599;163065
127637;163060
127650;163038
127616;163042
127619;163080
127628;163086
127598;163080
127599;163062
127608;163063
127614;163004
127562;162978
127534;162935
127500;162841
127493;162750
127455;162683
127454;162610
127456;162536
127398;162504
127387;162489
127384;162443
127397;162387
127416;162382
127407;162402
127392;162425
127393;162409
127381;162409
127403;162397
127422;162318
127376;162362
127349;162355
127362;162363
127371;162377
127388;162364
127414;162398
127428;162408
127407;162463
127408;162522
127414;162510
127449;162502
127462;162544
127455;162567
127462;162570
127440;162581
127418;162565
127420;162551
127454;162518
127447;162522
127452;162578
127445;162575
127438;162600
127436;162599
127472;162615
127465;162617
127473;162656
127453;162682
127465;162704
127497;162737
127491;162740
127536;162755
127535;162759
127519;162791
127506;162833
127524;162830
127551;162846
127553;162842
127565;162919
127588;162950
127583;163002
127580;163022
127604;163007
127643;163006
127611;163056
127595;163077
127624;163115
127633;163128
127628;163115
127657;163120
127660;163131
127643;163164
127634;163169
127621;163178
127668;163177
127666;163227
127679;163246
127673;163271
127696;163266
127662;163278
127683;163267
127687;163204
127666;163169
127666;163162
127608;163090
127582;163022
127544;162935
127549;162878
127554;162784
127528;162752
127477;162731
127477;162699
127494;162709
127470;162671
127498;162664
127506;162667
127479;162677
127457;162701
127468;162680
127496;162628
127487;162620
127500;162663
127469;162662
127470;162667
127443;162668
127482;162654
127498;162652
127484;162678
127485;162722
127482;162725
127493;162761
127492;162767
127486;162766
127547;162740
127519;162800
127479;162814
127469;162799
127514;162754
127502;162775
127504;162787
127529;162800
127539;162822
127508;162867
127546;162866
127571;162870
127574;162903
127596;162965
127611;163002
127613;163033
127596;163033
127626;163067
127661;163050
127635;163080
127598;163092
127598;163130
127634;163112
127640;163138
127656;163158
127668;163161
127658;163184
127633;163209
127651;163217
127667;163189
127669;163185
127657;163248
127669;163240
127653;163260
127623;163244
127662;163258
127697;163224
127696;163289
127676;163332
127715;163348
127708;163382
127707;163361
127717;163338
127696;163293
127652;163244
127594;163184
127573;163094
127577;163004
127581;162938
127560;162921
127542;162883
127548;162880
127517;162855
127527;162835
127532;162768
127527;162767
127533;162776
127540;162805
127530;162781
127511;162762
127513;162763
127530;162753
127523;162750
127507;162808
127492;162775
127521;162803
127526;162809
127554;162837
127561;162820
127545;162858
127514;162887
127530;162864
127545;162799
127539;162834
127542;162875
127549;162896
127540;162885
127535;162886
127545;162864
127568;162856
127541;162855
127528;162932
127560;162927
127577;162960
127584;162963
127621;163005
127616;162976
127607;163062
127600;163079
127612;163101
127621;163035
127631;163107
127640;163098
127644;163173
127630;163171
127660;163217
127675;163230
127712;163231
127685;163202
127703;163312
127684;163293
127708;163310
127684;163306
127709;163334
127743;163291
127723;163363
127700;163356
127701;163414
127733;163391
127754;163427
127753;163432
127776;163492
127778;163525
127774;163575
127776;163560
127819;163575
127797;163503
127765;163522
127715;163419
127705;163332
127652;163240
127659;163177
127631;163026
127621;163022
127558;162942
127563;162938
127540;162871
127563;162836
127545;162762
127539;162752
127505;162726
127485;162756
127442;162681
127498;162657
127475;162648
127488;162677
127463;162640
127485;162668
127439;162666
127477;162672
127486;162630
127515;162687
127491;162689
127499;162744
127484;162741
127503;162765
127526;162762
127553;162778
127532;162796
127517;162844
127496;162808
127533;162817
127515;162796
127543;162830
127546;162795
127551;162820
127500;162862
127529;162873
127556;162831
127566;162875
127561;162892
127575;162919
127550;162906
127582;162966
127569;162931
127629;162951
127573;162978
127552;163018
127570;163033
127615;163064
127600;163055
127640;163087
127635;163069
127640;163117
127611;163148
127634;163154
127640;163127
127664;163159
127662;163190
127666;163221
127670;163237
127645;163248
127651;163232
127690;163224
127669;163233
127680;163294
127701;163335
127712;163362
127707;163338
127735;163392
127744;163372
127735;163372
127672;163377
127654;163274
127664;163203
127651;163143
127613;163046
127618;162969
127561;162913
127533;162862
127487;162803
127512;162725
127498;162674
127496;162691
127491;162675
127468;162660
127436;162634
127444;162590
127477;162554
127466;162547
127445;162575
127478;162603
127469;162605
127455;162620
127479;162611
127487;162600
127492;162627
127457;162673
127463;162682
127489;162698
127489;162710
127515;162728
127519;162702
127502;162727
127472;162763
127469;162730
127504;162695
127509;162721
127524;162749
127521;162782
127516;162768
127488;162776
127520;162788
127542;162761
127519;162764
127538;162814
127532;162835
127531;162862
127515;162869
127553;162888
127593;162880
127569;162924
127545;162974
127553;162994
127609;163015
127602;163017
127614;163047
127632;163045
127644;163062
127605;163124
127611;163106
127635;163114
127662;163110
127672;163160
127652;163169
127654;163159
127624;163206
127670;163195
127705;163178
127683;163233
127660;163275
127678;163324
127717;163340
127735;163359
127756;163397
127798;163428
127778;163444
127761;163503
127731;163445
127738;163346
127709;163282
127675;163184
127655;163115
127604;163024
127557;162941
127567;162864
127558;162800
127528;162752
127525;162747
127500;162718
127488;162695
127485;162640
127485;162618
127481;162613
127452;162594
127439;162595
127428;162577
127459;162600
127452;162571
127457;162576
127457;162579
127461;162623
127435;162664
127451;162665
127499;162650
127500;162667
127501;162705
127502;162756
127503;162739
127495;162771
127519;162752
127540;162740
127513;162731
127510;162788
127503;162796
127538;162808
127534;162802
127534;162799
127545;162787
127527;162812
127504;162870
127526;162840
127572;162832
127557;162864
127572;162900
127579;162927
127571;162969
127562;162979
127600;162994
127610;163019
127615;162995
127617;163084
127643;163089
127624;163108
127618;163127
127651;163127
127674;163097
127654;163128
127623;163165
127617;163158
127662;163159
127667;163188
127692;163199
127681;163201
127668;163201
127632;163227
127661;163233
127677;163212
127697;163244
127752;163323
127721;163346
127744;163382
127723;163370
127742;163373
127752;163328
127716;163304
127655;163239
127655;163169
127628;163106
127601;163025
127593;162940
127579;162870
127536;162840
127509;162820
127502;162773
127515;162701
127507;162696
127497;162702
127496;162706
127477;162681
127446;162691
127481;162668
127508;162622
127491;162613
127473;162665
127484;162675
127511;162691
127495;162689
127525;162725
127563;162728
127539;162782
127518;162837
127536;162857
127568;162852
127563;162843
127571;162842
127578;162837
127558;162841
127528;162851
127542;162817
127561;162810
127558;162818
127573;162843
127561;162879
127563;162899
127542;162920
127583;162909
127588;162900
127582;162894
127555;162944
127599;162987
127612;163022
127623;163004
127637;163030
127657;163026
127620;163051
127583;163106
127605;163075
127633;163048
127644;163097
127650;163120
127643;163133
127654;163154
127630;163155
127654;163159
127675;163120
127677;163151
127685;163196
127672;163235
127678;163242
127684;163277
127702;163260
127729;163276
127722;163296
127703;163343
127713;163316
127727;163303
127719;163285
127693;163257
127678;163161
127632;163113
127576;163019
127572;162943
127561;162829
127548;162774
127527;162753
127509;162747
127510;162719
127488;162709
127524;162675
127554;162697
127518;162661
127490;162718
127503;162703
127526;162731
127510;162698
127533;162720
127555;162697
127547;162754
127514;162772
127528;162812
127569;162769
127569;162827
127588;162825
127598;162893
127590;162886
127587;162931
127594;162880
127620;162888
127600;162861
127601;162950
127617;162905
127606;162961
127601;162925
127636;162970
127659;162924
127632;163018
127613;163005
127603;163061
127665;163054
127685;163107
127698;163107
127726;163173
127706;163180
127690;163246
127711;163210
127727;163212
127729;163198
127750;163275
127744;163278
127757;163335
127747;163347
127798;163396
127790;163337
127782;163413
127799;163425
127813;163479
127809;163459
127833;163471
127842;163476
127858;163512
127834;163503
127811;163605
127821;163558
127874;163558
127869;163583
127897;163646
127886;163652
127910;163709
127877;163733
127938;163768
127939;163725
127945;163759
127905;163774
127907;163762
127870;163649
127839;163541
127792;163387
127800;163298
127729;163220
127691;163188
127668;163055
127683;163026
127655;162959
127688;162938
127664;162873
127633;162882
127591;162839
127595;162828
127599;162758
127624;162779
127605;162775
