r_channel;ir_channel
127626;162804
127591;162767
127582;162799
127607;162767
127660;162769
127630;162777
127599;162864
127629;162875
127680;162920
127667;162942
127704;162946
127703;162965
127698;162999
127676;163047
127681;163041
127701;163011
127733;162991
127718;163024
127722;163029
127697;163043
127677;163050
127717;163044
127737;163028
127717;163052
127715;163106
127726;163117
127760;163149
127711;163157
127784;163180
127773;163193
127781;163241
127786;163291
127770;163285
127797;163264
127818;163297
127809;163323
127823;163366
127808;163392
127797;163391
127820;163411
127866;163395
127835;163413
127860;163465
127877;163493
127869;163515
127861;163529
127908;163563
127895;163542
127890;163585
127864;163592
127869;163604
127906;163590
127937;163616
127924;163656
127944;163686
127949;163750
127945;163776
127972;163793
128021;163795
127992;163819
127978;163848
127973;163859
127952;163810
127919;163710
127910;163585
127866;163481
127815;163397
127759;163314
127730;163202
127756;163116
127737;163062
127712;163062
127710;163018
127692;162985
127683;162997
127692;162973
127716;162923
127685;162902
127679;162933
127688;162917
127662;162926
127664;162905
127667;162909
127690;162886
127681;162923
127653;162929
127642;162940
127699;162959
127731;162979
127754;163062
127738;163082
127739;163117
127737;163146
127742;163145
127764;163106
127759;163132
127767;163166
127777;163165
127779;163192
127758;163167
127782;163175
127799;163179
127793;163211
127781;163249
127768;163296
127831;163316
127854;163380
127879;163387
127892;163425
127896;163479
127886;163526
127906;163562
127946;163525
127955;163571
127967;163656
127987;163704
127983;163756
127976;163776
128021;163791
128046;163798
128026;163828
128050;163883
128040;163904
128062;163936
128076;163944
128068;163926
128082;163929
128078;163959
128035;163990
128038;163979
128066;163974
128105;164011
128111;164039
128127;164066
128095;164107
128102;164136
128093;164179
128145;164152
128167;164186
128164;164230
128163;164265
128170;164262
128129;164278
128127;164234
128127;164093
128052;163902
128003;163817
127970;163671
127928;163592
127874;163515
127879;163456
127894;163358
127866;163353
127818;163345
127827;163313
127840;163289
127819;163258
127817;163244
127842;163214
127815;163217
127787;163274
127775;163231
127819;163207
127814;163225
127838;163248
127822;163274
127836;163290
127812;163321
127841;163313
127842;163297
127857;163312
127852;163369
127863;163396
127872;163405
127850;163396
127862;163414
127914;163395
127863;163433
127834;163439
127845;163435
127886;163441
127880;163454
127884;163463
127911;163480
127891;163515
127868;163545
127912;163545
127930;163573
127958;163589
127938;163655
127968;163659
127964;163705
127961;163698
127989;163735
128026;163722
128012;163766
127976;163832
128008;163847
128048;163886
128037;163915
128068;163927
128076;163919
128053;163959
128058;163986
128064;164022
128090;164031
128117;164071
128124;164082
128130;164096
128112;164120
128106;164148
128109;164156
128156;164136
128168;164214
128193;164274
128197;164330
128198;164360
128201;164385
128200;164385
128236;164375
128227;164380
128241;164415
128206;164356
128139;164223
128061;164062
128034;163896
128028;163752
127975;163669
127944;163618
127930;163609
127931;163553
127908;163505
127930;163501
127937;163481
127908;163463
127876;163503
127866;163451
127906;163434
127894;163457
127920;163469
127912;163466
127902;163460
127888;163487
127893;163484
127931;163470
127927;163484
127936;163565
127967;163606
127955;163648
127946;163665
127990;163657
127999;163657
127985;163641
127963;163680
127961;163668
127975;163676
127994;163670
127999;163689
128010;163694
127992;163702
127975;163747
127996;163760
128026;163741
128044;163795
128047;163844
128073;163902
128063;163928
128063;163953
128100;163963
128102;163967
128103;163970
128129;164039
128127;164066
128137;164123
128125;164117
128158;164147
128185;164134
128179;164168
128129;164207
128165;164256
128173;164264
128184;164281
128194;164286
128227;164311
128209;164342
128190;164341
128202;164361
128249;164418
128245;164403
128293;164460
128268;164440
128260;164493
128227;164502
128227;164513
128271;164466
128291;164556
128319;164582
128334;164651
128342;164677
128317;164739
128323;164734
128360;164753
128349;164688
128324;164673
128251;164482
128181;164348
128096;164136
128094;164018
128074;163871
128041;163810
128025;163766
127993;163742
127976;163696
127971;163679
127977;163648
128011;163645
127969;163612
127963;163658
127954;163632
127970;163653
127963;163594
127990;163643
127980;163588
127959;163611
127937;163633
127944;163623
127972;163605
127992;163683
128003;163695
128015;163759
127999;163743
128015;163820
128023;163772
128066;163806
128039;163798
128076;163852
128074;163865
128059;163892
128028;163854
128063;163892
128091;163839
128083;163898
128074;163915
128101;163967
128082;163962
128105;164018
128101;163993
128152;164025
128121;164034
128124;164106
128149;164118
128186;164187
128179;164190
128211;164257
128222;164233
128234;164327
128186;164339
128193;164377
128235;164353
128254;164426
128268;164442
128301;164505
128265;164491
128263;164560
128258;164538
128323;164573
128297;164569
128353;164654
128347;164708
128370;164763
128358;164765
128407;164794
128419;164770
128418;164831
128405;164872
128434;164957
128435;164963
128468;165011
128452;165006
128490;165021
128481;165089
128483;165134
128487;165157
128528;165211
128501;165200
128531;165205
128513;165155
128473;165088
128376;164928
128276;164640
128224;164359
128174;164232
128155;164143
128128;164056
128098;164005
128079;163953
128049;163900
128088;163852
128055;163837
128089;163898
128071;163889
128074;163889
128035;163890
128080;163900
128091;163866
128078;163861
128057;163882
128086;163903
128068;163922
128078;163938
128106;163976
128150;163981
128125;164019
128134;164060
128139;164091
128152;164094
128151;164121
128187;164144
128196;164149
128189;164186
128152;164212
128154;164199
128191;164195
128204;164212
128204;164223
128201;164222
128209;164246
128169;164286
128190;164300
128230;164285
128238;164304
128254;164380
128254;164388
128253;164444
128233;164482
128287;164492
128328;164518
128322;164550
128318;164624
128337;164647
128340;164670
128319;164669
128348;164737
128389;164755
128385;164776
128373;164853
128403;164897
128414;164938
128418;164927
128440;164946
128463;164948
128437;164984
128424;165045
128432;165050
128465;165048
128478;165099
128499;165105
128515;165147
128489;165171
128488;165220
128515;165243
128546;165234
128559;165280
128574;165346
128582;165389
128582;165418
128576;165432
128599;165457
128648;165434
128631;165478
128632;165529
128624;165527
128592;165459
128509;165272
128443;165032
128360;164725
128285;164497
128211;164376
128200;164280
128180;164226
128152;164186
128171;164170
128203;164142
128184;164166
128129;164171
128130;164160
128164;164164
128177;164183
128212;164173
128214;164201
128205;164226
128169;164252
128163;164257
128224;164253
128220;164290
128260;164341
128261;164375
128261;164444
128277;164507
128289;164518
128309;164504
128327;164532
128344;164571
128348;164584
128317;164583
128306;164571
128317;164566
128345;164571
128341;164564
128322;164585
128313;164610
128348;164615
128328;164645
128362;164680
128418;164700
128377;164756
128358;164840
128401;164884
128435;164879
128438;164937
128453;164933
128486;164974
128460;165024
128450;165078
128466;165081
128491;165093
128516;165121
128513;165166
128513;165161
128507;165176
128484;165229
128511;165199
128530;165186
128544;165196
128554;165270
128538;165291
128537;165284
128511;165290
128564;165281
128580;165293
128574;165328
128591;165389
128591;165405
128613;165460
128611;165487
128647;165518
128682;165509
128661;165570
128634;165608
128643;165607
128672;165608
128640;165556
128621;165423
128542;165208
128406;164941
128318;164762
128268;164615
128273;164476
128267;164422
128264;164389
128244;164385
128256;164383
128240;164401
128231;164378
128268;164378
128259;164378
128265;164425
128267;164461
128274;164451
128277;164474
128292;164489
128319;164475
128311;164522
128314;164599
128368;164667
128374;164740
128394;164782
128419;164813
128439;164812
128418;164833
128376;164872
128408;164881
128452;164892
128445;164908
128460;164924
128460;164907
128444;164926
128426;164944
128439;164941
128461;164915
128457;164958
128482;164983
128484;165038
128505;165089
128476;165118
128521;165160
128565;165165
128550;165220
128558;165269
128573;165320
128579;165356
128571;165351
128600;165386
128619;165388
128615;165441
128619;165501
128654;165543
128666;165589
128660;165594
128682;165589
128690;165567
128673;165602
128637;165650
128655;165634
128690;165653
128681;165666
128695;165675
128702;165687
128683;165687
128666;165692
128665;165667
128678;165660
128725;165689
128737;165772
128748;165821
128751;165866
128741;165862
128747;165825
128726;165688
128648;165527
128564;165329
128471;165093
128415;164903
128371;164737
128356;164668
128345;164577
128318;164565
128292;164557
128305;164574
128327;164555
128327;164559
128349;164567
128329;164542
128318;164552
128295;164568
128268;164539
128318;164530
128334;164573
128365;164620
128369;164652
128364;164696
128358;164736
128393;164768
128416;164753
128425;164806
128444;164836
128448;164881
128450;164892
128426;164918
128446;164906
128473;164889
128450;164852
128444;164905
128455;164898
128470;164924
128450;164924
128499;164976
128522;164960
128498;165010
128455;165029
128476;165035
128475;165040
128488;165094
128520;165096
128519;165143
128520;165157
128471;165221
128456;165167
128496;165150
128496;165175
128535;165244
128539;165264
128539;165348
128546;165385
128570;165446
128592;165398
128586;165435
128586;165428
128589;165473
128579;165459
128555;165453
128576;165439
128617;165451
128587;165455
128552;165497
128564;165491
128602;165559
128594;165529
128620;165569
128599;165529
128594;165560
128536;165490
128481;165380
128427;165144
128331;164910
128261;164682
128237;164574
128193;164459
128162;164451
128170;164350
128170;164317
128160;164275
128174;164316
128156;164293
128140;164304
128105;164295
128145;164320
128150;164259
128155;164262
128138;164272
128161;164336
128139;164321
128153;164328
128168;164331
128214;164374
128186;164377
128184;164486
128207;164474
128234;164530
128214;164505
128225;164519
128209;164469
128219;164504
128170;164486
128175;164512
128198;164481
128223;164496
128210;164478
128243;164509
128204;164501
128192;164551
128193;164538
128256;164547
128251;164584
128283;164629
128285;164655
128297;164733
128280;164755
128321;164810
128328;164786
128343;164844
128358;164892
128371;164961
128378;164964
128355;165010
128370;164989
128420;165020
128386;164988
128415;165054
128403;165052
128413;165118
128393;165112
128441;165165
128456;165142
128448;165192
128434;165219
128443;165280
128464;165270
128491;165294
128506;165301
128527;165344
128486;165339
128482;165406
128456;165339
128468;165258
128414;165134
128345;164949
128262;164729
128213;164574
128144;164480
128141;164388
128109;164286
128124;164234
128123;164235
128122;164227
128096;164196
128086;164202
128090;164176
128119;164169
128117;164166
128102;164203
128111;164220
128112;164208
128095;164199
128122;164237
128141;164223
128148;164248
128139;164295
128156;164340
128155;164367
128163;164383
128175;164369
128215;164379
128166;164385
128137;164423
128134;164392
128183;164380
128180;164402
128207;164411
128196;164424
128181;164445
128174;164451
128181;164451
128204;164415
128230;164423
128232;164511
128240;164544
128253;164578
128232;164614
128270;164621
128309;164623
128296;164652
128300;164697
128306;164746
128299;164775
128310;164788
128349;164811
128361;164837
128329;164869
128320;164875
128323;164895
128376;164918
128389;164939
128387;164980
128425;164996
128403;165050
128385;165089
128409;165084
128426;165066
128423;165070
128441;165135
128436;165167
128446;165194
128446;165206
128446;165194
128449;165105
128377;164953
128281;164762
128237;164636
128215;164518
128179;164424
128187;164364
128194;164326
128163;164300
128109;164282
128110;164239
128134;164212
128133;164239
128132;164252
128151;164256
128142;164307
128133;164296
128146;164302
128165;164275
128175;164288
128193;164355
128199;164396
128190;164446
128191;164476
128227;164474
128253;164474
128231;164482
128204;164533
128230;164509
128220;164513
128190;164454
128203;164464
128215;164426
128207;164453
128200;164474
128199;164511
128220;164516
128238;164497
128254;164512
128249;164524
128240;164572
128227;164608
128247;164620
128280;164638
128298;164645
128299;164704
128328;164717
128317;164752
128287;164809
128317;164806
128343;164822
128349;164798
128366;164862
128345;164873
128344;164885
128337;164905
128362;164886
128373;164886
128376;164893
128389;164990
128394;165016
128391;165039
128400;165051
128427;165092
128447;165047
128439;165084
128433;165133
128416;165178
128431;165161
128424;165156
128398;165093
128375;164945
128288;164753
128215;164639
128172;164502
128174;164402
128147;164313
128131;164233
128109;164184
128085;164156
128039;164140
128031;164120
128065;164112
128091;164105
128078;164103
128095;164107
128076;164113
128043;164147
128034;164105
128068;164053
128062;164067
128075;164087
128057;164102
128067;164139
128045;164160
128054;164158
128083;164144
128075;164124
128099;164205
128086;164231
128095;164238
128084;164252
128102;164229
128134;164205
128114;164200
128102;164247
128096;164264
128099;164256
128106;164239
128121;164276
128165;164285
128150;164313
128143;164373
128161;164382
128163;164416
128173;164406
128184;164436
128204;164418
128190;164429
128170;164526
128187;164551
128243;164594
128256;164626
128289;164660
128291;164660
128270;164691
128252;164711
128238;164691
128261;164677
128264;164652
128251;164667
128253;164655
128262;164683
128246;164736
128263;164738
128283;164695
128270;164726
128303;164765
128284;164775
128287;164786
128243;164773
128286;164778
128293;164740
128261;164729
128257;164738
128243;164668
128179;164548
128128;164414
128125;164315
128106;164191
128061;164116
127994;164065
127972;164024
127997;163954
127978;163901
127981;163876
127984;163854
127964;163861
127944;163876
127949;163874
127987;163851
127977;163855
127964;163869
127973;163841
127959;163859
127917;163832
127945;163798
127979;163792
127948;163774
127941;163832
127959;163892
127982;163910
127975;163937
128014;163961
128023;163960
128010;163978
127982;163968
127970;163964
127993;163968
127987;163950
128001;163958
128017;163975
127994;163997
127979;164024
127981;164019
128026;163989
128015;164022
128046;164056
128039;164105
128065;164150
128042;164197
128077;164218
128102;164237
128112;164270
128138;164343
128156;164381
128165;164433
128145;164457
128191;164512
128228;164514
128236;164566
128214;164621
128232;164632
128220;164623
128219;164623
128238;164612
128254;164646
128232;164647
128231;164712
128236;164717
128272;164751
128297;164732
128290;164822
128307;164832
128319;164877
128291;164917
128313;164949
128361;164918
128340;164950
128342;164975
128322;164961
128293;164878
128215;164717
128161;164510
128135;164334
128048;164219
128035;164169
127995;164060
127991;164002
127970;163933
127973;163919
127965;163866
127966;163889
127925;163872
127948;163883
127964;163824
127952;163834
127965;163813
127939;163827
127939;163798
127921;163807
127918;163768
127934;163769
127943;163747
127948;163851
127961;163857
127978;163896
127957;163887
127984;163906
127999;163874
127967;163912
127947;163920
127952;163939
127986;163930
128001;163939
127996;163924
127998;163958
127987;163957
127986;163984
127965;163945
128010;163955
127996;163942
128019;164024
128025;164034
128026;164110
128022;164072
128055;164139
128086;164115
128074;164130
128069;164177
128097;164225
128100;164242
128105;164280
128118;164286
128155;164301
128128;164292
128098;164347
128097;164320
128113;164351
128104;164311
128137;164344
128137;164342
128143;164370
128098;164393
128112;164412
128135;164369
128128;164374
128144;164346
128156;164393
128133;164389
128121;164451
128136;164426
128181;164436
128172;164448
128183;164521
128178;164518
128192;164556
128136;164514
128166;164480
128150;164365
128131;164316
128068;164220
128053;164143
128005;164042
127973;163958
127941;163864
127958;163827
127927;163799
127903;163817
127881;163744
127940;163767
127909;163729
127929;163763
127944;163730
127918;163788
127874;163792
127919;163782
127922;163716
127936;163756
127926;163759
127950;163814
127930;163824
127940;163852
127957;163841
127988;163837
127947;163836
127932;163894
127907;163832
127934;163887
127922;163839
127945;163879
127942;163844
127941;163870
127915;163867
127914;163869
127925;163832
127935;163890
127960;163852
127940;163907
127935;163924
127943;163961
127946;163933
127975;163939
127986;163916
127979;163991
127970;164010
127992;164026
127968;164020
128011;164041
128011;164015
128015;164070
127965;164107
127998;164121
128024;164132
128024;164125
128032;164132
128043;164120
128016;164131
128014;164171
127976;164156
128026;164146
128020;164149
128047;164156
128022;164181
128036;164205
128012;164232
128056;164240
128061;164232
128075;164288
128084;164356
128119;164356
128089;164417
128094;164411
128104;164391
128127;164383
128107;164345
128095;164370
128056;164319
128052;164261
127995;164146
127992;164056
127964;163908
127915;163850
127845;163791
127832;163722
127849;163649
127831;163610
127824;163558
127817;163541
127794;163530
127772;163523
127764;163482
127780;163432
127775;163415
127756;163446
127767;163438
127749;163440
127750;163454
127757;163463
127802;163434
127794;163476
127788;163546
127806;163577
127816;163585
127844;163627
127847;163621
127851;163613
127834;163623
127791;163645
127768;163623
127802;163571
127809;163567
127820;163605
127817;163629
127807;163635
127796;163655
127830;163642
127836;163634
127840;163669
127814;163665
127832;163718
127849;163737
127874;163765
127901;163802
127902;163823
127905;163877
127905;163914
127884;163907
127925;163897
127915;163917
127940;163930
127942;163961
127942;164006
127948;164016
127941;164044
127985;164007
127967;164016
127957;164053
127964;164048
127945;164042
127915;164006
127927;164008
127967;164004
127932;164026
127918;164067
127937;164088
127971;164113
127969;164125
128005;164168
128005;164192
128014;164241
128002;164303
127999;164326
128072;164320
128073;164391
128080;164409
128084;164446
128071;164414
128019;164333
127949;164170
127939;164026
127871;163903
127853;163826
127813;163713
127769;163643
127714;163529
127715;163450
127722;163343
127662;163304
127602;163281
127601;163259
127634;163227
127592;163186
127604;163137
127570;163111
127549;163086
127512;163095
127509;163016
127542;162994
127532;162996
127529;163044
127544;163062
127546;163086
127495;163087
127540;163075
127548;163063
127526;163055
127507;163089
127516;163101
127523;163100
127535;163102
127543;163103
127538;163066
127534;163088
127488;163106
127487;163074
127494;163039
127491;163036
127485;163030
127503;163070
127505;163092
127472;163091
127534;163129
127558;163114
127549;163140
127552;163217
127561;163253
127574;163279
127571;163311
127603;163302
127618;163329
127617;163362
127604;163433
127633;163457
127680;163520
127689;163517
127709;163574
127700;163583
127699;163592
127659;163580
127665;163569
127695;163515
127687;163528
127652;163546
127659;163569
127662;163589
127661;163579
127682;163603
127725;163632
127698;163659
127719;163712
127711;163762
127777;163807
127792;163820
127790;163851
127784;163837
127747;163818
127680;163731
127672;163631
127650;163495
127637;163416
127610;163384
127584;163297
127558;163241
127522;163178
127531;163122
127537;163063
127494;163031
127468;163029
127459;163024
127464;163020
127457;162990
127477;162985
127485;162975
127475;163013
127459;163074
127479;163058
127523;163061
127529;163094
127537;163102
127545;163142
127550;163168
127545;163188
127563;163213
127571;163198
127569;163175
127579;163255
127592;163272
127580;163271
127587;163269
127601;163271
127627;163261
127610;163289
127567;163322
127582;163341
127636;163366
127648;163394
127684;163430
127717;163499
127736;163578
127737;163655
127711;163627
127733;163596
127719;163602
127733;163646
127740;163700
127734;163706
127722;163732
127763;163764
127808;163765
127768;163781
127725;163786
127725;163788
127754;163768
127754;163775
127754;163774
127774;163777
127748;163796
127729;163834
127726;163805
127757;163780
127773;163806
127773;163847
127767;163885
127784;163898
127771;163923
127797;163945
127829;163922
127797;163940
127746;163960
127771;163939
127750;163894
127743;163797
127698;163705
127665;163576
127615;163480
127545;163407
127532;163313
127534;163210
127496;163138
127463;163097
127451;163044
127431;163028
127418;162988
127424;162971
127446;162930
127421;162921
127402;162955
127416;162934
127417;162948
127414;162934
127448;162949
127477;162939
127436;162995
127432;163012
127434;163056
127481;163047
127480;163092
127486;163090
127509;163108
127486;163127
127469;163158
127480;163136
127513;163109
127512;163130
127549;163229
127526;163190
127531;163249
127504;163244
127557;163256
127589;163233
127583;163322
127586;163365
127604;163437
127633;163473
127664;163511
127663;163536
127675;163569
127676;163566
127644;163626
127643;163582
127680;163577
127680;163583
127700;163646
127689;163656
127692;163684
127693;163695
127719;163726
127745;163712
127754;163748
127749;163802
127773;163874
127775;163884
127779;163878
127789;163891
127830;163909
127778;163895
127760;163969
127766;163950
127814;164010
127815;164005
127877;164095
127868;164095
127877;164163
127867;164196
127848;164175
127846;164037
127798;163919
127718;163745
127678;163660
127637;163535
127599;163487
127608;163374
127615;163311
127568;163244
127544;163281
127549;163214
127538;163229
127513;163170
127533;163165
127541;163128
127513;163147
127492;163140
127487;163168
127525;163139
127558;163167
127547;163158
127567;163216
127542;163227
127561;163298
127557;163264
127592;163290
127578;163288
127601;163361
127593;163356
127598;163395
127583;163345
127595;163382
127605;163324
127591;163368
127574;163344
127609;163407
127594;163381
127610;163404
127628;163397
127664;163438
127640;163443
127633;163558
127649;163527
127691;163564
127700;163596
127738;163680
127735;163686
127747;163758
127728;163738
127755;163776
127758;163730
127763;163762
127742;163788
127756;163834
127736;163810
127772;163840
127782;163821
127801;163833
127745;163836
127727;163865
127752;163834
127787;163854
127796;163892
127823;163947
127837;163983
127848;164032
127807;164018
127844;164048
127821;163999
127853;163996
127820;164035
127861;164066
127842;164038
127808;164002
127792;163896
127795;163763
127702;163663
127643;163589
127604;163490
127627;163423
127575;163364
127621;163324
127588;163256
127592;163260
127556;163239
127532;163209
127545;163143
127552;163139
127526;163145
127537;163136
127513;163124
127497;163130
127506;163108
127552;163080
127519;163080
127534;163147
127514;163166
127558;163194
127549;163182
127568;163216
127566;163190
127546;163222
127508;163249
127523;163229
127530;163218
127556;163208
127546;163236
127571;163249
127545;163251
127546;163278
127558;163274
127593;163273
127588;163297
127607;163337
127613;163373
127612;163393
127605;163385
127632;163412
127663;163418
127640;163437
127616;163495
127603;163507
127652;163526
127670;163557
127686;163567
127706;163618
127710;163645
127706;163696
127720;163727
127758;163726
127753;163735
127771;163804
127767;163801
127754;163820
127737;163785
127765;163802
127807;163800
127769;163845
127752;163882
127791;163914
127818;163940
127812;163937
127823;163934
127809;163899
127760;163853
127707;163782
127653;163646
127649;163518
127614;163439
127599;163334
127554;163248
127541;163204
127485;163132
127495;163094
127504;163019
127477;163005
127467;163037
127477;163015
127489;163039
127453;162991
127490;162988
127507;162962
127459;162959
127427;162970
127453;162983
127496;162998
127499;163029
127530;163058
127533;163072
127516;163137
127481;163150
127496;163127
127529;163115
127518;163083
127510;163132
127500;163116
127502;163114
127470;163119
127502;163087
127520;163089
127499;163081
127472;163126
127524;163119
127515;163140
127529;163135
127511;163182
127538;163159
127528;163183
127510;163219
127526;163233
127547;163250
127556;163238
127565;163262
127567;163310
127572;163334
127556;163369
127596;163378
127617;163353
127613;163382
127638;163454
127615;163475
127605;163448
127588;163431
127603;163409
127612;163388
127606;163423
127562;163438
127584;163473
127610;163465
127608;163491
127601;163486
127635;163517
127620;163562
127594;163617
127631;163610
127660;163614
127654;163618
127650;163616
127623;163546
127582;163459
127515;163341
127499;163194
127468;163091
127451;162984
127412;162936
127403;162885
127374;162818
127358;162744
127349;162731
127391;162669
127335;162645
127294;162665
127295;162638
127323;162637
127306;162617
127322;162623
127317;162580
127294;162582
127264;162574
127258;162578
127278;162512
127317;162559
127325;162620
127335;162661
127340;162704
127319;162746
127338;162715
127372;162717
127356;162679
127321;162728
127339;162751
127355;162764
127356;162781
127378;162801
127408;162811
127401;162851
127381;162866
127390;162872
127405;162884
127435;162908
127429;162930
127454;162952
127433;163014
127423;163050
127443;163034
127493;163023
127465;163055
127497;163108
127492;163132
127494;163160
127498;163164
127521;163197
127541;163199
127513;163212
127496;163250
127520;163268
127547;163283
127568;163281
127569;163301
127567;163307
127561;163349
127542;163393
127546;163401
127584;163370
127586;163421
127596;163437
127601;163472
127603;163483
127588;163485
127625;163546
127644;163541
127668;163563
127677;163650
127669;163662
127664;163654
127636;163576
127618;163477
127585;163332
127511;163244
127474;163154
127439;163052
127431;162926
127392;162874
127376;162803
127359;162735
127334;162708
127307;162665
127309;162626
127314;162575
127305;162518
127329;162575
127297;162566
127288;162550
127278;162543
127278;162524
127309;162482
127291;162477
127260;162513
127281;162556
127299;162566
127327;162592
127335;162620
127345;162628
127339;162641
127340;162704
127319;162694
127356;162678
127370;162691
127371;162737
127374;162761
127367;162760
127342;162755
127364;162755
127390;162732
127380;162736
127384;162823
127414;162859
127421;162907
127411;162911
127447;162939
127470;162949
127468;162977
127427;163030
127427;163023
127469;163054
127495;163055
127504;163105
127525;163109
127499;163148
127468;163191
127474;163163
127505;163131
127523;163161
127510;163178
127525;163219
127521;163235
127521;163289
127569;163319
127618;163349
127612;163360
127589;163440
127587;163430
127587;163468
127599;163440
127624;163483
127654;163455
127627;163519
127593;163545
127615;163577
127667;163557
127675;163606
127685;163581
127663;163609
127655;163605
127649;163656
127664;163653
127686;163645
127654;163584
127638;163553
127566;163411
127529;163305
127468;163146
127478;163075
127462;162961
127424;162901
127376;162846
127381;162807
127371;162743
127346;162697
127350;162654
127345;162604
127300;162606
127292;162637
127267;162591
127314;162537
127306;162553
127315;162574
127310;162516
127311;162565
127260;162550
127285;162602
127326;162548
127325;162595
127348;162637
127362;162695
127360;162713
127368;162745
127379;162745
127401;162751
127382;162740
127372;162796
127373;162774
127400;162800
127375;162773
127399;162784
127385;162760
127391;162809
127374;162836
127393;162859
127425;162806
127435;162880
127418;162882
127449;162954
127441;162966
127444;163032
127470;163009
127495;163047
127484;163044
127533;163123
127512;163126
127507;163167
127493;163126
127522;163181
127545;163139
127537;163210
127491;163210
127540;163264
127537;163269
127568;163272
127577;163265
127588;163311
127563;163310
127565;163408
127565;163365
127623;163389
127617;163379
127636;163479
127614;163472
127643;163518
127631;163510
127660;163558
127679;163560
127691;163612
127661;163641
127716;163724
127691;163706
127719;163742
127731;163738
127754;163776
127753;163803
127747;163888
127717;163841
127738;163780
127649;163559
127616;163438
127570;163294
127531;163215
127475;163100
127465;163023
127444;162919
127468;162884
127419;162861
127410;162856
127387;162817
127382;162819
127373;162783
127417;162760
127384;162734
127377;162783
127388;162788
127414;162802
127378;162825
127418;162813
127418;162802
127412;162838
127361;162860
127382;162876
127403;162866
127424;162881
127427;162915
127459;162913
127412;162918
127416;162951
127410;162920
127436;162892
127437;162885
127450;162944
127438;162954
127448;162976
127441;163019
127463;163010
127497;162996
127498;163028
127483;163106
127524;163151
127521;163191
127545;163216
127553;163207
127569;163235
127552;163258
127540;163289
127521;163295
127566;163313
127581;163331
127610;163379
127611;163457
127664;163496
127621;163559
127677;163580
127697;163563
127690;163586
127711;163653
127717;163683
127711;163746
127715;163735
127742;163751
127777;163754
127763;163771
127694;163788
127723;163804
127752;163807
127727;163797
127754;163829
127789;163851
127804;163921
127772;163957
127780;163993
127825;163987
127841;164036
127834;164090
127839;164098
127829;164111
127811;164102
127827;164086
127827;163998
127754;163838
127673;163655
127619;163511
127575;163365
127501;163219
127512;163142
127516;163021
127454;163004
127433;162995
127429;162984
127452;162975
127445;162962
127451;162913
127456;162902
127410;162879
127400;162902
127393;162893
127433;162855
127459;162894
127456;162947
127471;162959
127469;162984
127481;163030
127511;163042
127515;163039
127508;163058
127513;163124
127533;163141
127532;163166
127533;163160
127556;163165
127551;163157
127547;163158
127527;163209
127521;163194
127570;163227
127555;163254
127607;163251
127628;163269
127608;163333
127595;163387
127608;163389
127643;163377
127656;163451
127677;163491
127688;163546
127707;163594
127681;163637
127720;163663
127752;163663
127756;163707
127776;163791
127786;163829
127785;163863
127778;163856
127810;163908
127819;163897
127831;163931
127807;163963
127829;164003
127835;163997
127822;163979
127848;163981
127847;163995
127840;164014
127829;164069
127828;164067
127847;164083
127867;164069
127879;164117
127890;164126
127878;164150
127854;164165
127904;164184
127921;164184
127908;164214
127945;164301
127953;164349
127950;164397
127947;164415
127968;164414
128011;164421
127985;164436
127975;164448
127931;164351
127858;164159
127773;163918
127742;163710
127706;163533
127649;163444
127595;163365
127555;163283
127575;163213
127583;163209
127566;163157
127565;163155
127543;163145
127524;163122
127520;163079
127516;163049
127525;163004
127542;163059
127543;163069
127532;163066
127512;163063
127534;163085
127567;163078
127551;163094
127552;163153
127574;163198
127592;163247
127611;163272
127640;163315
127658;163338
127638;163366
127647;163401
127630;163420
127667;163430
127672;163430
127685;163441
127691;163454
127695;163479
127669;163524
127683;163528
127725;163531
127724;163553
127756;163613
127762;163633
127778;163678
127767;163745
127804;163772
127817;163796
127819;163806
127790;163888
127820;163929
127840;163939
127848;163927
127853;163945
127868;163933
127863;163989
127839;164026
127849;164028
127865;164030
127893;164045
127894;164069
127895;164090
127900;164143
127901;164201
127923;164212
127970;164247
127982;164282
128008;164359
128005;164412
128020;164457
128023;164489
128033;164501
128069;164480
128065;164489
128055;164568
128064;164597
128065;164617
128065;164649
128068;164651
128076;164609
128062;164596
128038;164659
128069;164680
128043;164647
128004;164527
127941;164321
127870;164051
127781;163850
127694;163723
127675;163609
127674;163504
127653;163461
127643;163395
127660;163351
127613;163310
127602;163324
127599;163300
127622;163252
127610;163219
127603;163253
127601;163255
127565;163229
127563;163210
127574;163200
127578;163175
127563;163191
127585;163249
127589;163289
127622;163331
127617;163334
127625;163373
127650;163353
127636;163383
127597;163411
127588;163406
127629;163373
127643;163385
127646;163379
127646;163391
127642;163400
127587;163411
127612;163384
127631;163358
127641;163352
127653;163442
127653;163459
127652;163489
127641;163496
127663;163510
127719;163507
127696;163560
127661;163577
127684;163615
127691;163627
127717;163638
127719;163668
127755;163705
127732;163725
127732;163773
127736;163758
127759;163749
127755;163773
127774;163829
127773;163822
127772;163899
127783;163933
127833;163978
127855;163968
127865;164021
127854;164093
127857;164136
127861;164139
127875;164163
127910;164173
127955;164243
127941;164288
127923;164370
127960;164402
128008;164482
128013;164484
128038;164553
128022;164502
128027;164576
127989;164589
127990;164609
128027;164564
127997;164553
127960;164383
127857;164150
127770;163915
127716;163789
